frame,reward
2,0.6009407051282052
3,0.6009302884615385
4,0.6009198717948718
5,0.6009094551282053
6,0.6008990384615386
7,0.6008886217948719
8,0.5708301282051281
9,0.5407716346153846
10,0.5257371794871795
11,0.5107027243589743
12,0.5106923076923077
13,0.510681891025641
14,0.5106714743589744
15,0.5256850961538462
16,0.5106506410256411
17,0.4956161858974359
18,0.4956057692307692
19,0.49559535256410253
20,0.4955849358974359
21,0.49557451923076923
22,0.49556410256410255
23,0.49555368589743587
24,0.4805192307692308
25,0.48050881410256413
26,0.48049839743589745
27,0.48048798076923077
28,0.4804775641025641
29,0.48046714743589747
30,0.4804567307692308
31,0.4804463141025641
32,0.48043589743589743
33,0.4804254807692308
34,0.4804150641025641
35,0.48040464743589745
36,0.48039423076923077
37,0.4803838141025641
38,0.48037339743589746
39,0.4803629807692308
40,0.4803525641025641
41,0.4803421474358974
42,0.4803317307692308
43,0.4803213141025641
44,0.48031089743589744
45,0.48030048076923076
46,0.48029006410256414
47,0.4953036858974359
48,0.4952932692307692
49,0.49528285256410254
50,0.49527243589743586
51,0.49526201923076923
52,0.49525160256410256
53,0.5102652243589744
54,0.5102548076923077
55,0.5402924679487179
56,0.5553060897435897
57,0.5552956730769232
58,0.5552852564102565
59,0.5552748397435898
60,0.5402403846153846
61,0.510181891025641
62,0.48012339743589744
63,0.4350408653846154
64,0.38995833333333335
65,0.34487580128205125
66,0.3448653846153846
67,0.32983092948717946
68,0.32982051282051283
69,0.32981009615384616
70,0.3297996794871795
71,0.3297892628205128
72,0.3448028846153846
73,0.3297684294871795
74,0.29970993589743594
75,0.2696514423076923
76,0.2696410256410256
77,0.269630608974359
78,0.28464423076923073
79,0.28463381410256405
80,0.2846233974358974
81,0.2996370192307693
82,0.2996266025641026
83,0.29961618589743594
84,0.29960576923076926
85,0.314619391025641
86,0.3146089743589744
87,0.3145985576923077
88,0.31458814102564103
89,0.31457772435897435
90,0.31456730769230773
91,0.31455689102564105
92,0.31454647435897437
93,0.3145360576923077
94,0.31452564102564107
95,0.3145152243589744
96,0.32952884615384614
97,0.32951842948717947
98,0.3295080128205128
99,0.32949759615384616
100,0.3294871794871795
101,0.3294767628205128
102,0.3294663461538461
103,0.3294559294871795
104,0.3294455128205128
105,0.32943509615384614
106,0.32942467948717946
107,0.3444383012820513
108,0.3444278846153846
109,0.3444174679487179
110,0.34440705128205124
111,0.34439663461538456
112,0.34438621794871793
113,0.34437580128205125
114,0.3443653846153846
115,0.3443549679487179
116,0.34434455128205127
117,0.3443341346153846
118,0.3443237179487179
119,0.34431330128205123
120,0.3443028846153846
121,0.34429246794871793
122,0.34428205128205125
123,0.34427163461538457
124,0.32923717948717945
125,0.29917868589743596
126,0.2691201923076923
127,0.2540857371794872
128,0.22402724358974357
129,0.20899278846153846
130,0.2089823717948718
131,0.22399599358974356
132,0.2239855769230769
133,0.23899919871794872
134,0.23898878205128204
135,0.2389783653846154
136,0.2389679487179487
137,0.23895753205128206
138,0.23894711538461538
139,0.23893669871794873
140,0.22390224358974356
141,0.20886778846153847
142,0.19383333333333333
143,0.16377483974358975
144,0.16376442307692307
145,0.1637540064102564
146,0.16374358974358974
147,0.16373317307692306
148,0.1637227564102564
149,0.16371233974358973
150,0.16370192307692308
151,0.1636915064102564
152,0.16368108974358975
153,0.16367067307692307
154,0.16366025641025642
155,0.16364983974358974
156,0.14861538461538465
157,0.14860496794871797
158,0.1485945512820513
159,0.14858413461538464
160,0.14857371794871796
161,0.13353926282051282
162,0.13352884615384614
163,0.13351842948717949
164,0.1335080128205128
165,0.13349759615384615
166,0.13348717948717947
167,0.13347676282051282
168,0.13346634615384614
169,0.1334559294871795
170,0.1334455128205128
171,0.13343509615384613
172,0.13342467948717948
173,0.1334142628205128
174,0.13340384615384615
175,0.13339342948717947
176,0.13338301282051282
177,0.13337259615384614
178,0.14838621794871798
179,0.1483758012820513
180,0.13334134615384616
181,0.13333092948717948
182,0.1333205128205128
183,0.13331009615384615
184,0.11827564102564103
185,0.1032411858974359
186,0.07318269230769232
187,0.07317227564102566
188,0.07316185897435898
189,0.07315144230769231
190,0.07314102564102565
191,0.07313060897435898
192,0.07312019230769232
193,0.07310977564102565
194,0.07309935897435899
195,0.07308894230769232
196,0.058054487179487184
197,0.05804407051282051
198,0.04300961538461538
199,0.04299919871794872
200,0.04298878205128205
201,0.042978365384615386
202,0.0880400641025641
203,0.1331017628205128
204,0.17816346153846155
205,0.22322516025641023
206,0.23823878205128204
207,0.2382283653846154
208,0.2382179487179487
209,0.23820753205128206
210,0.23819711538461538
211,0.23818669871794873
212,0.25320032051282054
213,0.25318990384615386
214,0.2531794871794872
215,0.2531690705128205
216,0.2531586538461539
217,0.2531482371794872
218,0.2531378205128205
219,0.25312740384615384
220,0.25311698717948716
221,0.25310657051282054
222,0.25309615384615386
223,0.2530857371794872
224,0.2530753205128205
225,0.2530649038461539
226,0.2530544871794872
227,0.2530440705128205
228,0.2680576923076923
229,0.26804727564102565
230,0.26803685897435897
231,0.2680264423076923
232,0.2680160256410256
233,0.26800560897435893
234,0.2679951923076923
235,0.26798477564102563
236,0.26797435897435895
237,0.26796394230769227
238,0.26795352564102565
239,0.26794310897435897
240,0.2679326923076923
241,0.2679222756410256
242,0.267911858974359
243,0.25287740384615387
244,0.2528669871794872
245,0.2528565705128205
246,0.25284615384615383
247,0.2528357371794872
248,0.25282532051282053
249,0.25281490384615385
250,0.25280448717948717
251,0.23777003205128205
252,0.2377596153846154
253,0.22272516025641023
254,0.22271474358974358
255,0.2227043269230769
256,0.20766987179487179
257,0.19263541666666667
258,0.192625
259,0.19261458333333334
260,0.19260416666666666
261,0.19259375
262,0.19258333333333333
263,0.1775488782051282
264,0.16251442307692307
265,0.14747996794871798
266,0.1324455128205128
267,0.13243509615384613
268,0.13242467948717948
269,0.11739022435897437
270,0.1173798076923077
271,0.11736939102564103
272,0.11735897435897436
273,0.10232451923076923
274,0.0872900641025641
275,0.07225560897435898
276,0.057221153846153845
277,0.042186698717948716
278,0.02715224358974359
279,0.027141826923076925
280,0.027131410256410256
281,0.012096955128205128
282,0.012086538461538461
283,0.012076121794871796
284,0.02708974358974359
285,0.05712740384615385
286,0.04209294871794872
287,0.02705849358974359
288,0.027048076923076925
289,0.027037660256410256
290,0.02702724358974359
291,0.027016826923076925
292,0.027006410256410256
293,0.02699599358974359
294,0.026985576923076925
295,0.02697516025641026
296,0.02696474358974359
297,0.026954326923076925
298,0.026943910256410256
299,0.02693349358974359
300,0.026923076923076925
301,0.026912660256410256
302,0.02690224358974359
303,0.026891826923076925
304,0.026881410256410256
305,0.02687099358974359
306,0.026860576923076925
307,0.026850160256410256
308,0.02683974358974359
309,0.026829326923076924
310,0.026818910256410255
311,0.02680849358974359
312,0.04182211538461538
313,0.02678766025641026
314,0.02677724358974359
315,0.026766826923076924
316,0.026756410256410255
317,0.02674599358974359
318,0.026735576923076924
319,0.02672516025641026
320,0.02671474358974359
321,0.026704326923076924
322,0.026693910256410255
323,0.02668349358974359
324,0.04169711538461538
325,0.041686698717948716
326,0.056700320512820514
327,0.05668990384615385
328,0.05667948717948718
329,0.05666907051282052
330,0.056658653846153845
331,0.05664823717948718
332,0.056637820512820514
333,0.05662740384615385
334,0.07164102564102565
335,0.08665464743589743
336,0.08664423076923077
337,0.11668189102564103
338,0.11667147435897436
339,0.10163701923076923
340,0.10162660256410257
341,0.1016161858974359
342,0.10160576923076924
343,0.10159535256410257
344,0.1015849358974359
345,0.10157451923076924
346,0.10156410256410256
347,0.1015536858974359
348,0.10154326923076923
349,0.10153285256410256
350,0.1015224358974359
351,0.10151201923076923
352,0.10150160256410257
353,0.1014911858974359
354,0.10148076923076924
355,0.10147035256410257
356,0.1014599358974359
357,0.10144951923076923
358,0.11646314102564102
359,0.1014286858974359
360,0.07137019230769232
361,0.02628766025641026
362,-0.003770833333333334
363,-0.00378125
364,-0.003791666666666667
365,-0.003802083333333333
366,0.011211538461538462
367,0.011201121794871795
368,0.02621474358974359
369,0.026204326923076924
370,0.04121794871794872
371,0.05623157051282052
372,0.05622115384615385
373,0.0862588141025641
374,0.08624839743589743
375,0.08623798076923077
376,0.0862275641025641
377,0.08621714743589744
378,0.08620673076923077
379,0.10122035256410257
380,0.1012099358974359
381,0.10119951923076922
382,0.10118910256410256
383,0.11620272435897436
384,0.10116826923076923
385,0.0861338141025641
386,0.08612339743589743
387,0.08611298076923077
388,0.0861025641025641
389,0.08609214743589744
390,0.08608173076923077
391,0.0860713141025641
392,0.08606089743589744
393,0.08605048076923077
394,0.0860400641025641
395,0.08602964743589743
396,0.08601923076923076
397,0.0860088141025641
398,0.08599839743589743
399,0.08598798076923077
400,0.0859775641025641
401,0.08596714743589744
402,0.08595673076923077
403,0.0859463141025641
404,0.11598397435897437
405,0.13099759615384615
406,0.13098717948717947
407,0.11595272435897436
408,0.11594230769230769
409,0.1309559294871795
410,0.1309455128205128
411,0.13093509615384613
412,0.13092467948717948
413,0.1309142628205128
414,0.13090384615384615
415,0.13089342948717947
416,0.13088301282051282
417,0.13087259615384614
418,0.1308621794871795
419,0.1308517628205128
420,0.13084134615384616
421,0.13083092948717948
422,0.13082051282051282
423,0.1157860576923077
424,0.0857275641025641
425,0.055669070512820516
426,0.025610576923076923
427,0.010576121794871794
428,0.010565705128205129
429,0.010555288461538463
430,0.010544871794871794
431,-0.004489583333333334
432,-0.0045
433,-0.004510416666666667
434,-0.004520833333333334
435,-0.00453125
436,-0.004541666666666667
437,-0.004552083333333334
438,-0.0045625
439,-0.004572916666666667
440,-0.004583333333333333
441,-0.00459375
442,-0.004604166666666667
443,-0.004614583333333333
444,-0.004625
445,-0.004635416666666667
446,-0.004645833333333333
447,-0.00465625
448,-0.004666666666666667
449,-0.0046770833333333334
450,-0.004687500000000001
451,-0.004697916666666667
452,-0.0047083333333333335
453,-0.004718750000000001
454,-0.004729166666666667
455,-0.0047395833333333335
456,-0.004750000000000001
457,-0.004760416666666667
458,-0.0047708333333333335
459,-0.004781250000000001
460,-0.004791666666666667
461,-0.0048020833333333336
462,-0.004812500000000001
463,-0.004822916666666666
464,-0.004833333333333334
465,-0.004843750000000001
466,-0.004854166666666666
467,-0.004864583333333334
468,-0.004875000000000001
469,-0.004885416666666666
470,-0.004895833333333334
471,0.010117788461538461
